Datum;Uhrzeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gefühlte Temperatur (°C);Regen (mm)
14/04/2019;06:00;26;16;10;Leichter Schneefall;2;0;0
14/04/2019;07:00;20;8;12;Leichter Schneefall;2;0;0
14/04/2019;08:00;45;25;20;Mäßiger Schneefall;3;1;0
14/04/2019;09:00;96;51;45;Mäßiger Schneefall;4;2;0
14/04/2019;10:00;89;44;45;Mäßiger Schneefall;5;3;0
14/04/2019;11:00;110;58;52;Stellenweiser Regenfall;6;4;0
14/04/2019;12:00;146;95;51;Stellenweiser Regenfall;7;5;0
14/04/2019;13:00;157;73;84;Stellenweiser Regenfall;7;5;0
14/04/2019;14:00;179;93;86;Nieselregen;8;6;0
14/04/2019;15:00;161;74;87;Nieselregen;8;6;0
14/04/2019;16:00;193;110;83;Nieselregen;8;6;0
14/04/2019;17:00;183;98;85;Leichter Regenschauer;7;5;0
14/04/2019;18:00;145;63;82;Leichter Regenschauer;7;5;0
14/04/2019;19:00;148;78;70;Leichter Regenschauer;6;4;0
14/04/2019;20:00;134;66;68;Leichter Regenschauer;5;3;0
14/04/2019;21:00;84;36;48;Leichter Regenschauer;4;2;0
14/04/2019;22:00;102;33;69;Leichter Regenschauer;3;2;0
14/04/2019;23:00;56;13;43;Leicht bewölkt;3;1;0
15/04/2019;00:00;27;7;20;Leicht bewölkt;2;1;0
15/04/2019;01:00;21;10;11;Leicht bewölkt;2;0;0
15/04/2019;02:00;9;7;2;Leicht bewölkt;1;-1;0
15/04/2019;03:00;1;0;1;Leicht bewölkt;1;-1;0
15/04/2019;04:00;7;2;5;Leicht bewölkt;1;-1;0
15/04/2019;05:00;43;29;14;Leicht bewölkt;2;-1;0
15/04/2019;06:00;139;90;49;Leicht bewölkt;2;0;0
15/04/2019;07:00;491;311;180;Leicht bewölkt;4;2;0
15/04/2019;08:00;527;318;209;Leicht bewölkt;6;4;0
15/04/2019;09:00;626;400;226;Leicht bewölkt;7;6;0
15/04/2019;10:00;374;208;166;Leicht bewölkt;9;8;0
15/04/2019;11:00;512;282;230;Leicht bewölkt;11;10;0
15/04/2019;12:00;535;230;305;Leicht bewölkt;13;12;0
15/04/2019;13:00;604;279;325;Leicht bewölkt;13;13;0
15/04/2019;14:00;535;263;272;Leicht bewölkt;14;14;0
15/04/2019;15:00;671;359;312;Leicht bewölkt;15;15;0
15/04/2019;16:00;750;326;424;Leicht bewölkt;15;14;0
15/04/2019;17:00;881;372;509;Leicht bewölkt;14;14;0
15/04/2019;18:00;857;388;469;Leicht bewölkt;14;14;0
15/04/2019;19:00;697;305;392;Leicht bewölkt;13;13;0
15/04/2019;20:00;451;189;262;Leicht bewölkt;13;13;0
15/04/2019;21:00;268;104;164;Leicht bewölkt;12;12;0
15/04/2019;22:00;223;78;145;Leicht bewölkt;10;10;0
15/04/2019;23:00;142;70;72;Leicht bewölkt;9;9;0
16/04/2019;00:00;64;23;41;Leicht bewölkt;7;7;0
16/04/2019;01:00;39;15;24;Leicht bewölkt;6;6;0
16/04/2019;02:00;17;9;8;Leicht bewölkt;5;5;0
16/04/2019;03:00;13;6;7;Leicht bewölkt;5;4;0
16/04/2019;04:00;14;10;4;Leicht bewölkt;5;5;0
16/04/2019;05:00;39;28;11;Leicht bewölkt;5;5;0
16/04/2019;06:00;158;102;56;Leicht bewölkt;6;5;0
16/04/2019;07:00;569;354;215;Leicht bewölkt;7;7;0
16/04/2019;08:00;567;339;228;Leicht bewölkt;9;8;0
16/04/2019;09:00;737;476;261;Leicht bewölkt;11;10;0
16/04/2019;10:00;478;274;204;Leicht bewölkt;12;11;0
16/04/2019;11:00;594;290;304;Leicht bewölkt;13;13;0
16/04/2019;12:00;633;266;367;Leicht bewölkt;14;14;0
16/04/2019;13:00;710;360;350;Leicht bewölkt;15;15;0
16/04/2019;14:00;605;356;249;Leicht bewölkt;15;15;0
16/04/2019;15:00;714;361;353;Leicht bewölkt;16;16;0
16/04/2019;16:00;773;335;438;Leicht bewölkt;15;15;0
16/04/2019;17:00;950;425;525;Leicht bewölkt;14;14;0
16/04/2019;18:00;751;329;422;Leicht bewölkt;13;13;0
16/04/2019;19:00;681;280;401;Leicht bewölkt;12;12;0
16/04/2019;20:00;450;184;266;Leichter Regenschauer;11;11;0
16/04/2019;21:00;266;116;150;Leichter Regenschauer;9;9;0
16/04/2019;22:00;206;74;132;Leichter Regenschauer;9;9;0
16/04/2019;23:00;170;70;100;Stellenweiser Regenfall;8;8;0
17/04/2019;00:00;60;13;47;Stellenweiser Regenfall;8;8;0
17/04/2019;01:00;20;7;13;Stellenweiser Regenfall;8;8;0
17/04/2019;02:00;13;4;9;Stellenweiser Regenfall;8;8;0
17/04/2019;03:00;5;2;3;Stellenweiser Regenfall;7;7;0
17/04/2019;04:00;10;7;3;Stellenweiser Regenfall;8;8;0
17/04/2019;05:00;44;22;22;Nieselregen;8;8;0
17/04/2019;06:00;149;91;58;Nieselregen;8;8;0
17/04/2019;07:00;652;424;228;Nieselregen;10;10;0
17/04/2019;08:00;607;389;218;Nieselregen;11;11;0
17/04/2019;09:00;704;416;288;Nieselregen;12;12;0
17/04/2019;10:00;466;259;207;Nieselregen;13;14;0
17/04/2019;11:00;609;265;344;Leicht bewölkt;15;15;0
17/04/2019;12:00;615;296;319;Leicht bewölkt;16;16;0
17/04/2019;13:00;651;325;326;Leicht bewölkt;16;16;0
17/04/2019;14:00;617;295;322;Leicht bewölkt;17;17;0
17/04/2019;15:00;734;359;375;Leicht bewölkt;17;17;0
17/04/2019;16:00;780;360;420;Leicht bewölkt;17;17;0
17/04/2019;17:00;965;436;529;Leicht bewölkt;16;16;0
17/04/2019;18:00;929;410;519;Leicht bewölkt;16;16;0
17/04/2019;19:00;752;356;396;Leicht bewölkt;15;15;0
17/04/2019;20:00;482;212;270;Leicht bewölkt;14;14;0
17/04/2019;21:00;421;199;222;Leicht bewölkt;13;13;0
17/04/2019;22:00;274;115;159;Leicht bewölkt;12;12;0
17/04/2019;23:00;216;84;132;Leicht bewölkt;11;10;0
18/04/2019;00:00;104;31;73;Leicht bewölkt;9;9;0
18/04/2019;01:00;75;20;55;Leicht bewölkt;9;8;0
18/04/2019;02:00;30;15;15;Leicht bewölkt;8;8;0
18/04/2019;03:00;20;12;8;Leicht bewölkt;7;7;0
18/04/2019;04:00;21;19;2;Leicht bewölkt;8;8;0
18/04/2019;05:00;47;33;14;Leicht bewölkt;8;8;0
18/04/2019;06:00;148;92;56;Leicht bewölkt;9;9;0
18/04/2019;07:00;514;320;194;Leicht bewölkt;10;10;0
18/04/2019;08:00;588;377;211;Leicht bewölkt;12;12;0
18/04/2019;09:00;608;362;246;Leicht bewölkt;14;14;0
18/04/2019;10:00;481;263;218;Leicht bewölkt;15;15;0
18/04/2019;11:00;656;366;290;Leicht bewölkt;16;16;0
18/04/2019;12:00;621;254;367;Leicht bewölkt;18;18;0
18/04/2019;13:00;693;337;356;Leicht bewölkt;18;18;0
18/04/2019;14:00;655;328;327;Leicht bewölkt;18;18;0
18/04/2019;15:00;815;378;437;Leicht bewölkt;19;19;0
18/04/2019;16:00;867;415;452;Leicht bewölkt;18;18;0
18/04/2019;17:00;947;396;551;Leicht bewölkt;17;17;0
18/04/2019;18:00;755;306;449;Leicht bewölkt;17;17;0
18/04/2019;19:00;609;277;332;Leicht bewölkt;16;16;0
18/04/2019;20:00;395;181;214;Leicht bewölkt;15;15;0
18/04/2019;21:00;254;117;137;Leicht bewölkt;14;14;0
18/04/2019;22:00;194;88;106;Leicht bewölkt;12;12;0
18/04/2019;23:00;159;69;90;Leicht bewölkt;11;11;0
19/04/2019;00:00;112;34;78;Leicht bewölkt;10;10;0
19/04/2019;01:00;75;26;49;Leicht bewölkt;9;9;0
19/04/2019;02:00;48;16;32;Leicht bewölkt;9;9;0
19/04/2019;03:00;28;14;14;Leicht bewölkt;9;8;0
19/04/2019;04:00;9;7;2;Leicht bewölkt;9;9;0
19/04/2019;05:00;10;7;3;Sonnig;10;10;0
19/04/2019;06:00;30;15;15;Sonnig;10;10;0
19/04/2019;07:00;38;21;17;Sonnig;12;12;0
19/04/2019;08:00;81;39;42;Leicht bewölkt;14;14;0
19/04/2019;09:00;236;141;95;Leicht bewölkt;16;16;0
19/04/2019;10:00;306;169;137;Leicht bewölkt;18;18;0
19/04/2019;11:00;387;179;208;Leicht bewölkt;19;19;0
19/04/2019;12:00;404;170;234;Leicht bewölkt;21;21;0
19/04/2019;13:00;424;197;227;Leicht bewölkt;21;21;0
19/04/2019;14:00;541;254;287;Leicht bewölkt;21;21;0
19/04/2019;15:00;500;256;244;Leicht bewölkt;21;21;0
19/04/2019;16:00;599;342;257;Leicht bewölkt;20;20;0
19/04/2019;17:00;473;263;210;Leicht bewölkt;19;19;0
19/04/2019;18:00;463;228;235;Leicht bewölkt;19;19;0
19/04/2019;19:00;415;165;250;Leicht bewölkt;17;17;0
19/04/2019;20:00;267;113;154;Leicht bewölkt;16;16;0
19/04/2019;21:00;209;94;115;Leicht bewölkt;15;15;0
19/04/2019;22:00;129;51;78;Leicht bewölkt;14;14;0
19/04/2019;23:00;96;41;55;Leicht bewölkt;12;12;0
20/04/2019;00:00;72;26;46;Leicht bewölkt;10;11;0
20/04/2019;01:00;38;15;23;Leicht bewölkt;10;10;0
20/04/2019;02:00;21;6;15;Leicht bewölkt;9;9;0
20/04/2019;03:00;14;4;10;Leicht bewölkt;9;9;0
20/04/2019;04:00;7;5;2;Leicht bewölkt;9;9;0
20/04/2019;05:00;16;9;7;Leicht bewölkt;9;10;0
20/04/2019;06:00;38;24;14;Leicht bewölkt;10;10;0
20/04/2019;07:00;55;34;21;Leicht bewölkt;12;12;0
20/04/2019;08:00;167;97;70;Leicht bewölkt;14;14;0
20/04/2019;09:00;384;233;151;Leicht bewölkt;15;15;0
20/04/2019;10:00;579;314;265;Leicht bewölkt;17;17;0
20/04/2019;11:00;604;328;276;Leicht bewölkt;18;18;0
20/04/2019;12:00;580;304;276;Leicht bewölkt;19;19;0
20/04/2019;13:00;651;339;312;Leicht bewölkt;19;19;0
20/04/2019;14:00;607;297;310;Leicht bewölkt;19;19;0
20/04/2019;15:00;637;291;346;Leicht bewölkt;20;20;0
20/04/2019;16:00;600;263;337;Leicht bewölkt;19;19;0
20/04/2019;17:00;611;296;315;Leicht bewölkt;18;18;0
20/04/2019;18:00;508;255;253;Leicht bewölkt;17;17;0
20/04/2019;19:00;366;206;160;Leicht bewölkt;16;16;0
20/04/2019;20:00;300;112;188;Leicht bewölkt;15;15;0
20/04/2019;21:00;207;104;103;Leicht bewölkt;14;14;0
20/04/2019;22:00;154;69;85;Leicht bewölkt;13;13;0
20/04/2019;23:00;109;26;83;Leicht bewölkt;12;12;0
21/04/2019;00:00;92;26;66;Leicht bewölkt;11;10;0
21/04/2019;01:00;67;25;42;Leicht bewölkt;10;10;0
21/04/2019;02:00;33;10;23;Leicht bewölkt;10;9;0
21/04/2019;03:00;17;3;14;Leicht bewölkt;9;9;0
21/04/2019;04:00;9;4;5;Leicht bewölkt;10;9;0
21/04/2019;05:00;16;10;6;Sonnig;10;10;0
21/04/2019;06:00;40;17;23;Sonnig;11;11;0
21/04/2019;07:00;34;14;20;Sonnig;12;12;0
21/04/2019;08:00;76;42;34;Sonnig;14;14;0
21/04/2019;09:00;209;101;108;Sonnig;16;16;0
21/04/2019;10:00;264;135;129;Sonnig;17;17;0
21/04/2019;11:00;349;172;177;Sonnig;18;18;0
21/04/2019;12:00;387;190;197;Sonnig;19;19;0
21/04/2019;13:00;349;151;198;Sonnig;20;20;0
21/04/2019;14:00;425;213;212;Leicht bewölkt;20;20;0
21/04/2019;15:00;438;241;197;Leicht bewölkt;20;20;0
21/04/2019;16:00;395;230;165;Leicht bewölkt;20;20;0
21/04/2019;17:00;355;183;172;Leicht bewölkt;19;19;0
21/04/2019;18:00;322;163;159;Leicht bewölkt;19;19;0
21/04/2019;19:00;304;153;151;Leicht bewölkt;18;18;0
21/04/2019;20:00;240;115;125;Leicht bewölkt;17;17;0
21/04/2019;21:00;158;70;88;Leicht bewölkt;16;16;0
21/04/2019;22:00;125;50;75;Leicht bewölkt;14;14;0
21/04/2019;23:00;71;28;43;Leicht bewölkt;13;13;0
22/04/2019;00:00;52;12;40;Leicht bewölkt;11;11;0
22/04/2019;01:00;63;25;38;Leicht bewölkt;10;10;0
22/04/2019;02:00;12;5;7;Leicht bewölkt;9;9;0
22/04/2019;03:00;11;4;7;Leicht bewölkt;8;8;0
22/04/2019;04:00;5;4;1;Leicht bewölkt;9;9;0
22/04/2019;05:00;10;6;4;Leicht bewölkt;9;9;0
22/04/2019;06:00;21;12;9;Leicht bewölkt;10;9;0
22/04/2019;07:00;47;22;25;Leicht bewölkt;11;11;0
22/04/2019;08:00;83;49;34;Bedeckt;13;13;0
22/04/2019;09:00;167;85;82;Bedeckt;15;15;0
22/04/2019;10:00;244;132;112;Bedeckt;16;16;0
22/04/2019;11:00;314;166;148;Leicht bewölkt;18;18;0
22/04/2019;12:00;413;205;208;Leicht bewölkt;19;19;0
22/04/2019;13:00;432;221;211;Leicht bewölkt;20;20;0
22/04/2019;14:00;501;260;241;Leicht bewölkt;20;20;0
22/04/2019;15:00;473;261;212;Leicht bewölkt;20;20;0
22/04/2019;16:00;474;232;242;Leicht bewölkt;20;20;0
22/04/2019;17:00;466;230;236;Leicht bewölkt;19;19;0
22/04/2019;18:00;414;206;208;Leicht bewölkt;18;18;0
22/04/2019;19:00;343;174;169;Leicht bewölkt;16;16;0
22/04/2019;20:00;212;112;100;Leicht bewölkt;15;15;0
22/04/2019;21:00;184;75;109;Leicht bewölkt;13;13;0
22/04/2019;22:00;117;55;62;Leicht bewölkt;13;12;0
22/04/2019;23:00;79;30;49;Leicht bewölkt;12;11;0
23/04/2019;00:00;45;16;29;Leicht bewölkt;11;11;0
23/04/2019;01:00;18;10;8;Leicht bewölkt;10;10;0
23/04/2019;02:00;10;6;4;Leicht bewölkt;10;10;0
23/04/2019;03:00;10;3;7;Leicht bewölkt;9;10;0
23/04/2019;04:00;4;3;1;Leicht bewölkt;10;10;0
23/04/2019;05:00;45;28;17;Leicht bewölkt;10;10;0
23/04/2019;06:00;157;105;52;Leicht bewölkt;10;10;0
23/04/2019;07:00;604;388;216;Leicht bewölkt;12;12;0
23/04/2019;08:00;605;380;225;Bewölkt;13;13;0
23/04/2019;09:00;641;394;247;Bewölkt;15;15;0
23/04/2019;10:00;513;289;224;Bewölkt;16;16;0
23/04/2019;11:00;667;324;343;Leicht bewölkt;17;17;0
23/04/2019;12:00;598;274;324;Leicht bewölkt;18;18;0
23/04/2019;13:00;712;402;310;Leicht bewölkt;19;19;0
23/04/2019;14:00;636;337;299;Leicht bewölkt;19;19;0
23/04/2019;15:00;783;378;405;Leicht bewölkt;19;19;0
23/04/2019;16:00;770;355;415;Leicht bewölkt;18;18;0
23/04/2019;17:00;998;436;562;Leicht bewölkt;17;17;0
23/04/2019;18:00;878;421;457;Leicht bewölkt;16;16;0
23/04/2019;19:00;708;336;372;Leicht bewölkt;15;14;0
23/04/2019;20:00;463;175;288;Leicht bewölkt;14;13;0
23/04/2019;21:00;347;132;215;Leicht bewölkt;13;12;0
23/04/2019;22:00;273;106;167;Leicht bewölkt;12;11;0
23/04/2019;23:00;137;58;79;Leicht bewölkt;11;11;0
24/04/2019;00:00;72;26;46;Leicht bewölkt;10;10;0
24/04/2019;01:00;37;11;26;Leicht bewölkt;10;10;0
24/04/2019;02:00;15;7;8;Leicht bewölkt;10;9;0
24/04/2019;03:00;39;6;33;Leicht bewölkt;9;9;0
24/04/2019;04:00;6;3;3;Leicht bewölkt;10;10;0
24/04/2019;05:00;60;33;27;Leicht bewölkt;11;11;0
24/04/2019;06:00;174;108;66;Leicht bewölkt;11;11;0
24/04/2019;07:00;708;465;243;Leicht bewölkt;13;13;0
24/04/2019;08:00;654;377;277;Leicht bewölkt;15;15;0
24/04/2019;09:00;733;429;304;Leicht bewölkt;17;17;0
24/04/2019;10:00;527;282;245;Leicht bewölkt;18;18;0
24/04/2019;11:00;684;348;336;Leicht bewölkt;20;20;0
24/04/2019;12:00;734;326;408;Leicht bewölkt;21;21;0
24/04/2019;13:00;758;421;337;Leicht bewölkt;21;21;0
24/04/2019;14:00;718;334;384;Leicht bewölkt;22;22;0
24/04/2019;15:00;850;458;392;Leicht bewölkt;22;22;0
24/04/2019;16:00;932;452;480;Leicht bewölkt;21;21;0
24/04/2019;17:00;991;484;507;Leicht bewölkt;20;20;0
24/04/2019;18:00;888;414;474;Leicht bewölkt;20;20;0
24/04/2019;19:00;723;304;419;Leicht bewölkt;18;18;0
24/04/2019;20:00;527;223;304;Leicht bewölkt;17;17;0
24/04/2019;21:00;321;143;178;Leicht bewölkt;16;16;0
24/04/2019;22:00;262;113;149;Leicht bewölkt;14;14;0
24/04/2019;23:00;204;87;117;Leicht bewölkt;12;11;0
25/04/2019;00:00;97;25;72;Leicht bewölkt;10;9;0
25/04/2019;01:00;62;14;48;Leicht bewölkt;9;8;0
25/04/2019;02:00;18;10;8;Leicht bewölkt;9;7;0
25/04/2019;03:00;22;11;11;Leicht bewölkt;8;7;0
25/04/2019;04:00;19;15;4;Leicht bewölkt;8;8;0
25/04/2019;05:00;49;26;23;Leicht bewölkt;9;9;0
25/04/2019;06:00;148;89;59;Leicht bewölkt;10;10;0
25/04/2019;07:00;603;387;216;Leicht bewölkt;12;12;0
25/04/2019;08:00;636;397;239;Leicht bewölkt;14;14;0
25/04/2019;09:00;653;391;262;Leicht bewölkt;16;16;0
25/04/2019;10:00;470;287;183;Leicht bewölkt;17;17;0
25/04/2019;11:00;701;365;336;Bedeckt;19;19;0
25/04/2019;12:00;661;301;360;Bedeckt;20;20;0
25/04/2019;13:00;760;368;392;Bedeckt;21;21;0
25/04/2019;14:00;706;351;355;Leicht bewölkt;21;21;0
25/04/2019;15:00;847;453;394;Leicht bewölkt;21;21;0
25/04/2019;16:00;900;395;505;Leicht bewölkt;20;20;0
25/04/2019;17:00;989;457;532;Leicht bewölkt;20;20;0
25/04/2019;18:00;838;385;453;Leicht bewölkt;19;19;0
25/04/2019;19:00;699;304;395;Leicht bewölkt;18;18;0
25/04/2019;20:00;512;189;323;Leicht bewölkt;17;17;0
25/04/2019;21:00;338;129;209;Leicht bewölkt;16;16;0
25/04/2019;22:00;313;113;200;Leicht bewölkt;14;14;0
25/04/2019;23:00;190;74;116;Leicht bewölkt;13;13;0
26/04/2019;00:00;104;43;61;Leicht bewölkt;12;12;0
26/04/2019;01:00;54;16;38;Leicht bewölkt;10;10;0
26/04/2019;02:00;14;7;7;Leicht bewölkt;9;8;0
26/04/2019;03:00;7;3;4;Leicht bewölkt;8;7;0
26/04/2019;04:00;5;4;1;Leicht bewölkt;8;7;0
26/04/2019;05:00;43;27;16;Leichter Nebel;8;6;0
26/04/2019;06:00;118;74;44;Leichter Nebel;8;6;0
26/04/2019;07:00;317;194;123;Leichter Nebel;7;5;0
26/04/2019;08:00;378;261;117;Stellenweiser Regenfall;7;4;0
26/04/2019;09:00;324;193;131;Stellenweiser Regenfall;7;3;1
26/04/2019;10:00;238;136;102;Stellenweiser Regenfall;6;3;0
26/04/2019;11:00;235;130;105;Mäßiger Regenfall;6;3;1
26/04/2019;12:00;268;102;166;Mäßiger Regenfall;6;3;1
26/04/2019;13:00;331;132;199;Mäßiger Regenfall;7;4;1
26/04/2019;14:00;251;122;129;Starker Regenfall;7;4;1
26/04/2019;15:00;288;130;158;Starker Regenfall;7;5;1
26/04/2019;16:00;402;215;187;Starker Regenfall;7;5;0
26/04/2019;17:00;442;227;215;Mäßiger Regenfall;7;5;0
26/04/2019;18:00;425;194;231;Mäßiger Regenfall;8;6;0
26/04/2019;19:00;380;175;205;Mäßiger Regenfall;7;5;0
26/04/2019;20:00;306;151;155;Leicht bewölkt;7;5;0
26/04/2019;21:00;200;104;96;Leicht bewölkt;6;5;0
26/04/2019;22:00;164;77;87;Leicht bewölkt;6;5;0
26/04/2019;23:00;149;54;95;Leicht bewölkt;6;4;0
27/04/2019;00:00;118;38;80;Leicht bewölkt;6;4;0
27/04/2019;01:00;80;24;56;Leicht bewölkt;5;3;0
27/04/2019;02:00;67;21;46;Bedeckt;5;3;0
27/04/2019;03:00;34;9;25;Bedeckt;4;2;0
27/04/2019;04:00;23;4;19;Bedeckt;5;3;0
27/04/2019;05:00;25;15;10;Leichter Regenschauer;5;3;0
27/04/2019;06:00;34;22;12;Leichter Regenschauer;6;4;0
27/04/2019;07:00;65;33;32;Leichter Regenschauer;7;5;0
27/04/2019;08:00;152;81;71;Stellenweiser Regenfall;8;6;0
27/04/2019;09:00;302;188;114;Stellenweiser Regenfall;10;7;0
27/04/2019;10:00;345;213;132;Stellenweiser Regenfall;10;8;0
27/04/2019;11:00;301;173;128;Bedeckt;11;9;0
27/04/2019;12:00;412;221;191;Bedeckt;12;10;0
27/04/2019;13:00;433;245;188;Bedeckt;11;9;0
27/04/2019;14:00;397;192;205;Leicht bewölkt;11;9;0
27/04/2019;15:00;425;178;247;Leicht bewölkt;11;9;0
27/04/2019;16:00;365;180;185;Leicht bewölkt;10;8;0
27/04/2019;17:00;328;142;186;Stellenweiser Regenfall;9;7;0
27/04/2019;18:00;275;102;173;Stellenweiser Regenfall;9;6;0
27/04/2019;19:00;268;142;126;Stellenweiser Regenfall;8;5;0
27/04/2019;20:00;252;121;131;Bewölkt;7;4;0
27/04/2019;21:00;202;108;94;Bewölkt;6;3;0
27/04/2019;22:00;127;54;73;Bewölkt;6;3;0
27/04/2019;23:00;120;50;70;Stellenweiser Nieselregen;5;2;0
28/04/2019;00:00;106;33;73;Stellenweiser Nieselregen;5;2;0
28/04/2019;01:00;79;26;53;Stellenweiser Nieselregen;5;1;0
28/04/2019;02:00;74;15;59;Stellenweiser Nieselregen;4;1;0
28/04/2019;03:00;38;13;25;Stellenweiser Nieselregen;4;1;0
28/04/2019;04:00;15;11;4;Stellenweiser Nieselregen;4;1;0
28/04/2019;05:00;26;15;11;Stellenweiser Regenfall;4;2;0
28/04/2019;06:00;26;16;10;Stellenweiser Regenfall;4;2;0
28/04/2019;07:00;32;15;17;Stellenweiser Regenfall;5;3;0
28/04/2019;08:00;52;26;26;Stellenweiser Regenfall;6;4;0
28/04/2019;09:00;179;102;77;Stellenweiser Regenfall;6;5;0
28/04/2019;10:00;161;91;70;Stellenweiser Regenfall;7;5;0
28/04/2019;11:00;203;102;101;Leichter Regenschauer;8;6;0
28/04/2019;12:00;188;87;101;Leichter Regenschauer;8;6;0
28/04/2019;13:00;267;134;133;Leichter Regenschauer;8;6;0
28/04/2019;14:00;237;129;108;Nieselregen;9;7;0
28/04/2019;15:00;334;156;178;Nieselregen;9;7;0
28/04/2019;16:00;282;127;155;Nieselregen;8;6;0
28/04/2019;17:00;306;158;148;Stellenweiser Regenfall;8;6;0
28/04/2019;18:00;306;151;155;Stellenweiser Regenfall;7;5;0
28/04/2019;19:00;247;124;123;Stellenweiser Regenfall;6;4;0
28/04/2019;20:00;186;85;101;Leicht bewölkt;5;4;0
28/04/2019;21:00;129;48;81;Leicht bewölkt;4;3;0
28/04/2019;22:00;104;40;64;Leicht bewölkt;4;3;0
28/04/2019;23:00;66;25;41;Bewölkt;3;3;0
29/04/2019;00:00;26;17;9;Bewölkt;3;3;0
29/04/2019;01:00;16;8;8;Bewölkt;3;2;0
29/04/2019;02:00;11;2;9;Stellenweiser Regenfall;2;2;0
29/04/2019;03:00;5;4;1;Stellenweiser Regenfall;2;1;0
29/04/2019;04:00;4;2;2;Stellenweiser Regenfall;3;2;0
29/04/2019;05:00;50;31;19;Leichter Nebel;3;2;0
29/04/2019;06:00;147;91;56;Leichter Nebel;4;3;0
29/04/2019;07:00;972;648;324;Leichter Nebel;5;4;0
29/04/2019;08:00;646;361;285;Bewölkt;6;6;0
29/04/2019;09:00;682;457;225;Bewölkt;8;7;0
29/04/2019;10:00;411;240;171;Bewölkt;9;8;0
29/04/2019;11:00;512;242;270;Leicht bewölkt;9;8;0
29/04/2019;12:00;666;271;395;Leicht bewölkt;10;9;0
29/04/2019;13:00;795;331;464;Leicht bewölkt;10;9;0
29/04/2019;14:00;462;217;245;Stellenweiser Regenfall;10;9;0
29/04/2019;15:00;872;406;466;Stellenweiser Regenfall;11;10;0
29/04/2019;16:00;690;340;350;Stellenweiser Regenfall;10;9;0
29/04/2019;17:00;792;311;481;Leichter Regenschauer;10;9;0
29/04/2019;18:00;755;345;410;Leichter Regenschauer;9;9;0
29/04/2019;19:00;592;265;327;Leichter Regenschauer;9;8;0
29/04/2019;20:00;395;172;223;Bedeckt;8;7;0
29/04/2019;21:00;276;104;172;Bedeckt;7;7;0
29/04/2019;22:00;214;67;147;Bedeckt;7;6;0
29/04/2019;23:00;126;58;68;Leichter Regenfall;7;6;0
30/04/2019;00:00;44;19;25;Leichter Regenfall;6;5;0
30/04/2019;01:00;37;5;32;Leichter Regenfall;6;5;0
30/04/2019;02:00;13;9;4;Bedeckt;6;5;0
30/04/2019;03:00;5;2;3;Bedeckt;6;5;0
30/04/2019;04:00;7;5;2;Bedeckt;6;5;0
30/04/2019;05:00;38;24;14;Nieselregen;6;5;0
30/04/2019;06:00;141;87;54;Nieselregen;6;5;0
30/04/2019;07:00;894;613;281;Nieselregen;7;6;0
30/04/2019;08:00;685;402;283;Bedeckt;7;6;0
30/04/2019;09:00;623;393;230;Bedeckt;7;6;0
30/04/2019;10:00;328;189;139;Bedeckt;8;8;0
30/04/2019;11:00;526;240;286;Stellenweiser Regenfall;10;9;0
30/04/2019;12:00;496;189;307;Stellenweiser Regenfall;11;11;0
30/04/2019;13:00;766;357;409;Stellenweiser Regenfall;11;11;0
30/04/2019;14:00;470;201;269;Nieselregen;12;11;0
30/04/2019;15:00;845;352;493;Nieselregen;13;12;0
30/04/2019;16:00;715;349;366;Nieselregen;12;11;0
30/04/2019;17:00;966;428;538;Leichter Regenschauer;11;11;0
30/04/2019;18:00;784;380;404;Leichter Regenschauer;11;10;0
30/04/2019;19:00;669;285;384;Leichter Regenschauer;9;9;0
30/04/2019;20:00;525;287;238;Leicht bewölkt;8;8;0
30/04/2019;21:00;397;230;167;Leicht bewölkt;7;7;0
30/04/2019;22:00;317;157;160;Leicht bewölkt;6;6;0
30/04/2019;23:00;271;115;156;Leicht bewölkt;6;6;0
01/05/2019;00:00;229;72;157;Leicht bewölkt;6;6;0
01/05/2019;01:00;190;45;145;Leicht bewölkt;5;5;0
01/05/2019;02:00;136;48;88;Leicht bewölkt;5;5;0
01/05/2019;03:00;94;27;67;Leicht bewölkt;5;5;0
01/05/2019;04:00;40;14;26;Leicht bewölkt;6;6;0
01/05/2019;05:00;37;28;9;Leicht bewölkt;7;7;0
01/05/2019;06:00;36;17;19;Leicht bewölkt;7;7;0
01/05/2019;07:00;56;33;23;Leicht bewölkt;9;9;0
01/05/2019;08:00;115;50;65;Leicht bewölkt;11;11;0
01/05/2019;09:00;203;100;103;Leicht bewölkt;12;12;0
01/05/2019;10:00;416;196;220;Leicht bewölkt;14;14;0
01/05/2019;11:00;476;198;278;Leicht bewölkt;15;15;0
01/05/2019;12:00;506;234;272;Leicht bewölkt;16;16;0
01/05/2019;13:00;591;265;326;Leicht bewölkt;16;16;0
01/05/2019;14:00;597;299;298;Leicht bewölkt;17;17;0
01/05/2019;15:00;571;326;245;Leicht bewölkt;17;17;0
01/05/2019;16:00;630;305;325;Leicht bewölkt;16;16;0
01/05/2019;17:00;705;369;336;Leicht bewölkt;15;15;0
01/05/2019;18:00;596;326;270;Leicht bewölkt;14;14;0
01/05/2019;19:00;494;238;256;Leicht bewölkt;13;13;0
